,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,DISTANCE,RAMP_TO_RAMP,AIR_TIME,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_COUNTRY,DEST_COUNTRY_NAME,DEST_WAC,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS,DATA_SOURCE,Unnamed: 50
22170,0.0,1.0,228172.0,0.0,0.0,227735.0,0.0,5995.0,649.0,616.0,PO,20100.0,Polar Air Cargo Airways,16758,P,PO,Polar Air Cargo Airways,3,3.0,12277,1227702,31945,ICN,"Seoul, South Korea",,,,KR,South Korea,778,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,8,819,2,2015,1,2,12,P,IU,
22171,0.0,1.0,269039.0,0.0,0.0,257094.0,0.0,5995.0,672.0,656.0,PO,20100.0,Polar Air Cargo Airways,16758,P,PO,Polar Air Cargo Airways,3,3.0,12277,1227702,31945,ICN,"Seoul, South Korea",,,,KR,South Korea,778,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,8,821,2,2015,1,2,12,P,IU,
22172,0.0,1.0,302108.0,0.0,0.0,220780.0,0.0,6552.0,760.0,713.0,PO,20100.0,Polar Air Cargo Airways,16758,P,PO,Polar Air Cargo Airways,3,3.0,12277,1227702,31945,ICN,"Seoul, South Korea",,,,KR,South Korea,778,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,8,821,2,2015,1,2,14,P,IU,
22173,0.0,8.0,1945734.0,0.0,0.0,1180889.0,0.0,5995.0,5885.0,5689.0,PO,20100.0,Polar Air Cargo Airways,16758,P,PO,Polar Air Cargo Airways,3,3.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,12277,1227702,31945,ICN,"Seoul, South Korea",,,,KR,South Korea,778,8,819,2,2015,1,2,12,P,IU,
22174,0.0,2.0,516960.0,0.0,0.0,105465.0,0.0,6485.0,1610.0,1543.0,PO,20100.0,Polar Air Cargo Airways,16758,P,PO,Polar Air Cargo Airways,3,3.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,14309,1430902,34309,PVG,"Shanghai, China",,,,CN,China,713,8,819,2,2015,1,2,13,P,IU,
22175,0.0,4.0,876496.0,0.0,0.0,825005.0,0.0,6699.0,2949.0,2833.0,PO,20100.0,Polar Air Cargo Airways,16758,P,PO,Polar Air Cargo Airways,3,3.0,13694,1369401,33664,NGO,"Nagoya, Japan",,,,JP,Japan,736,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,US,United States,52,8,819,2,2015,1,2,14,P,IU,
22176,0.0,16.0,3944962.0,0.0,0.0,3896798.0,0.0,6699.0,11787.0,11235.0,PO,20100.0,Polar Air Cargo Airways,16758,P,PO,Polar Air Cargo Airways,3,3.0,13694,1369401,33664,NGO,"Nagoya, Japan",,,,JP,Japan,736,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,US,United States,52,8,821,2,2015,1,2,14,P,IU,
22178,0.0,12.0,3095468.0,0.0,0.0,2877624.0,0.0,4308.0,6217.0,5692.0,PO,20100.0,Polar Air Cargo Airways,16758,P,PO,Polar Air Cargo Airways,3,3.0,14309,1430902,34309,PVG,"Shanghai, China",,,,CN,China,713,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,8,819,2,2015,1,2,9,P,IU,
22179,0.0,6.0,1773833.0,0.0,0.0,1646196.0,0.0,4308.0,3281.0,2923.0,PO,20100.0,Polar Air Cargo Airways,16758,P,PO,Polar Air Cargo Airways,3,3.0,14309,1430902,34309,PVG,"Shanghai, China",,,,CN,China,713,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,8,821,2,2015,1,2,9,P,IU,
22188,0.0,14.0,3218600.0,0.0,0.0,2724440.0,0.0,5451.0,0.0,0.0,KZ,19830.0,Nippon Cargo Airlines,9736D,I,KZ,Nippon Cargo Airlines,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,13744,1374402,32169,NRT,"Tokyo, Japan",,,,JP,Japan,736,8,820,2,2015,1,3,11,G,IF,
22191,0.0,40.0,11343200.0,0.0,0.0,9251994.0,0.0,5451.0,0.0,0.0,KZ,19830.0,Nippon Cargo Airlines,9736D,I,KZ,Nippon Cargo Airlines,0,0.0,13744,1374402,32169,NRT,"Tokyo, Japan",,,,JP,Japan,736,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,8,820,2,2015,1,3,11,G,IF,
22192,0.0,3.0,772200.0,0.0,0.0,616906.0,0.0,6273.0,0.0,0.0,KZ,19830.0,Nippon Cargo Airlines,9736D,I,KZ,Nippon Cargo Airlines,0,0.0,13744,1374402,32169,NRT,"Tokyo, Japan",,,,JP,Japan,736,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,8,820,2,2015,1,3,13,G,IF,
22195,0.0,14.0,4096400.0,0.0,0.0,1644089.0,0.0,4298.0,0.0,0.0,KZ,19830.0,Nippon Cargo Airlines,9736D,I,KZ,Nippon Cargo Airlines,0,0.0,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,12125,1212502,32125,HHN,"Hahn, Germany",,,,DE,Germany,429,8,820,2,2015,1,3,9,G,IF,
22197,0.0,3.0,772200.0,0.0,0.0,312011.0,0.0,6273.0,0.0,0.0,KZ,19830.0,Nippon Cargo Airlines,9736D,I,KZ,Nippon Cargo Airlines,0,0.0,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,13744,1374402,32169,NRT,"Tokyo, Japan",,,,JP,Japan,736,8,820,2,2015,1,3,13,G,IF,
22198,0.0,26.0,6377800.0,0.0,0.0,5811443.0,0.0,5124.0,0.0,0.0,KZ,19830.0,Nippon Cargo Airlines,9736D,I,KZ,Nippon Cargo Airlines,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,13744,1374402,32169,NRT,"Tokyo, Japan",,,,JP,Japan,736,8,820,2,2015,1,3,11,G,IF,
22203,0.0,3.0,256412.0,702.0,387.0,61602.0,0.0,5096.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,14717,1471704,34717,SCL,"Santiago, Chile",,,,CL,Chile,324,6,626,1,2015,1,3,11,F,IF,
22204,0.0,31.0,2929738.0,7587.0,6459.0,636979.0,0.0,5096.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,14717,1471704,34717,SCL,"Santiago, Chile",,,,CL,Chile,324,8,887,1,2015,1,3,11,F,IF,
22205,0.0,31.0,2859527.0,7533.0,6797.0,593008.0,0.0,4167.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,12986,1298602,32986,LIM,"Lima, Peru",,,,PE,Peru,368,8,887,1,2015,1,3,9,F,IF,
22207,0.0,31.0,2908224.0,7533.0,7042.0,1102820.0,0.0,4167.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,12986,1298602,32986,LIM,"Lima, Peru",,,,PE,Peru,368,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,8,887,1,2015,1,3,9,F,IF,
22211,0.0,11.0,1866440.0,0.0,0.0,1817411.0,0.0,4633.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,10292,1029202,30292,AMS,"Amsterdam, Netherlands",,,,NL,Netherlands,461,6,683,2,2015,1,3,10,G,IF,
22217,0.0,4.0,830887.0,0.0,0.0,628155.0,0.0,4406.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,11625,1162502,30181,EZE,"Ezeiza, Argentina",,,,AR,Argentina,303,6,683,2,2015,1,3,9,G,IF,
22218,0.0,3.0,547415.0,0.0,0.0,547408.0,0.0,4162.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,11915,1191501,31915,GIG,"Rio de Janeiro, Brazil",,,,BR,Brazil,316,6,683,2,2015,1,3,9,G,IF,
22223,0.0,1.0,106249.0,0.0,0.0,98069.0,0.0,4462.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,13532,1353202,33532,MVD,"Montevideo, Uruguay",,,,UY,Uruguay,385,6,626,2,2015,1,3,9,G,IF,
22224,0.0,4.0,926640.0,0.0,0.0,771060.0,0.0,4462.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,13532,1353202,33532,MVD,"Montevideo, Uruguay",,,,UY,Uruguay,385,6,683,2,2015,1,3,9,G,IF,
22226,0.0,14.0,1275091.0,3236.0,2930.0,262986.0,0.0,4118.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,14717,1471704,34717,SCL,"Santiago, Chile",,,,CL,Chile,324,6,626,1,2015,1,3,9,F,IF,
22227,0.0,36.0,3754566.0,9110.0,8133.0,970292.0,0.0,4118.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,14717,1471704,34717,SCL,"Santiago, Chile",,,,CL,Chile,324,8,887,1,2015,1,3,9,F,IF,
22231,0.0,10.0,1831641.0,0.0,0.0,1831619.0,0.0,4024.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,15567,1556701,30966,VCP,"Sao Paulo, Brazil",,,,BR,Brazil,316,6,683,2,2015,1,3,9,G,IF,
22233,0.0,4.0,337429.0,936.0,648.0,9825.0,0.0,5096.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,14717,1471704,34717,SCL,"Santiago, Chile",,,,CL,Chile,324,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,6,626,1,2015,1,3,11,F,IF,
22234,0.0,31.0,2933135.0,7577.0,6853.0,954358.0,0.0,5096.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,14717,1471704,34717,SCL,"Santiago, Chile",,,,CL,Chile,324,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,8,887,1,2015,1,3,11,F,IF,
22235,0.0,15.0,1362992.0,3489.0,2839.0,653996.0,0.0,4118.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,14717,1471704,34717,SCL,"Santiago, Chile",,,,CL,Chile,324,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,6,626,1,2015,1,3,9,F,IF,
22236,0.0,35.0,3648218.0,8897.0,7536.0,1731202.0,0.0,4118.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,14717,1471704,34717,SCL,"Santiago, Chile",,,,CL,Chile,324,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,8,887,1,2015,1,3,9,F,IF,
22237,0.0,14.0,3234213.0,0.0,0.0,3098977.0,0.0,4118.0,0.0,0.0,LA,19552.0,Lan-Chile Airlines,9324B,I,LA,Lan-Chile Airlines,0,0.0,14717,1471704,34717,SCL,"Santiago, Chile",,,,CL,Chile,324,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,6,683,2,2015,1,3,9,G,IF,
22242,0.0,30.0,2713997.0,7020.0,6226.0,360426.0,0.0,4167.0,0.0,0.0,LP,20188.0,Lan Peru Airlines,9368E,I,LP,Lan Peru Airlines,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,12986,1298602,32986,LIM,"Lima, Peru",,,,PE,Peru,368,6,626,1,2015,1,3,9,F,IF,
22244,0.0,31.0,2709014.0,7237.0,6029.0,1064184.0,0.0,4167.0,0.0,0.0,LP,20188.0,Lan Peru Airlines,9368E,I,LP,Lan Peru Airlines,0,0.0,12986,1298602,32986,LIM,"Lima, Peru",,,,PE,Peru,368,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,626,1,2015,1,3,9,F,IF,
22250,0.0,1.0,264000.0,0.0,0.0,98120.0,0.0,4060.0,0.0,0.0,VIQ,20428.0,Volga-Dnepr Airlines,9475B,I,VIQ,Volga-Dnepr Airlines,0,0.0,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,15127,1512701,35127,TAO,"Qingdao, China",,,,CN,China,713,8,880,2,2015,1,3,9,P,IF,
22263,0.0,1.0,264000.0,0.0,0.0,81840.0,0.0,4287.0,0.0,0.0,VIQ,20428.0,Volga-Dnepr Airlines,9475B,I,VIQ,Volga-Dnepr Airlines,0,0.0,13198,1319801,33198,MCI,"Kansas City, MO",MO,29.0,Missouri,US,United States,64,10856,1085602,30856,BZZ,"Brize Norton, United Kingdom",,,,GB,United Kingdom,493,8,880,2,2015,1,3,9,P,IF,
22265,0.0,4.0,1056000.0,0.0,0.0,205260.0,0.0,4941.0,0.0,0.0,VIQ,20428.0,Volga-Dnepr Airlines,9475B,I,VIQ,Volga-Dnepr Airlines,0,0.0,13694,1369401,33664,NGO,"Nagoya, Japan",,,,JP,Japan,736,14004,1400402,34004,PAE,"Everett, WA",WA,53.0,Washington,US,United States,93,8,880,2,2015,1,3,10,P,IF,
22270,0.0,1.0,264000.0,0.0,0.0,53900.0,0.0,5719.0,0.0,0.0,VIQ,20428.0,Volga-Dnepr Airlines,9475B,I,VIQ,Volga-Dnepr Airlines,0,0.0,14309,1430902,34309,PVG,"Shanghai, China",,,,CN,China,713,10559,1055902,30559,BFI,"Seattle, WA",WA,53.0,Washington,US,United States,93,8,880,2,2015,1,3,12,P,IF,
22491,0.0,29.0,2592236.0,6189.0,5447.0,1029767.0,0.0,4406.0,0.0,0.0,4M,21084.0,LAN Argentina,71009,I,4M,LAN Argentina,0,0.0,11625,1162502,30181,EZE,"Ezeiza, Argentina",,,,AR,Argentina,303,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,6,626,1,2015,1,3,9,F,IF,
22493,0.0,28.0,2526128.0,5978.0,5036.0,438218.0,0.0,4406.0,0.0,0.0,4M,21084.0,LAN Argentina,71009,I,4M,LAN Argentina,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,11625,1162502,30181,EZE,"Ezeiza, Argentina",,,,AR,Argentina,303,6,626,1,2015,1,3,9,F,IF,
22496,0.0,45.0,3925117.0,13284.0,12743.0,537588.0,0.0,4395.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,US,United States,34,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,6,627,1,2015,1,3,9,F,IF,
22497,0.0,16.0,1832318.0,5152.0,4725.0,385814.0,0.0,4395.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,US,United States,34,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,6,637,1,2015,1,3,9,F,IF,
22498,0.0,1.0,112361.0,432.0,348.0,21758.0,0.0,4395.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,US,United States,34,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,8,819,1,2015,1,3,9,F,IF,
22502,0.0,45.0,3925117.0,13284.0,11741.0,1062585.0,0.0,4395.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,US,United States,34,6,627,1,2015,1,3,9,F,IF,
22503,0.0,15.0,1721117.0,4849.0,4173.0,637171.0,0.0,4395.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,US,United States,34,6,637,1,2015,1,3,9,F,IF,
22504,0.0,2.0,224721.0,864.0,839.0,37407.0,0.0,4395.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,US,United States,34,8,819,1,2015,1,3,9,F,IF,
22513,0.0,2.0,168102.0,527.0,325.0,52782.0,0.0,5026.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,US,United States,74,6,627,1,2015,1,3,11,F,IF,
22514,0.0,28.0,3161992.0,8406.0,5851.0,1305335.0,0.0,5026.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,US,United States,74,6,637,1,2015,1,3,11,F,IF,
22520,0.0,14.0,1236704.0,4264.0,3910.0,203786.0,0.0,5670.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,627,1,2015,1,3,12,F,IF,
22521,0.0,31.0,4042322.0,15995.0,14389.0,495810.0,0.0,5670.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,8,882,1,2015,1,3,12,F,IF,
22522,0.0,3.0,375784.0,1143.0,1116.0,116996.0,0.0,4589.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,6,637,1,2015,1,3,10,F,IF,
22523,0.0,25.0,3216037.0,12835.0,11467.0,434124.0,0.0,4589.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,8,882,1,2015,1,3,10,F,IF,
22524,0.0,2.0,138200.0,416.0,368.0,48919.0,0.0,4153.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,6,696,1,2015,1,3,9,F,IF,
22525,0.0,17.0,3506639.0,0.0,0.0,2870760.0,0.0,4153.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,6,683,2,2015,1,3,9,G,IF,
22526,0.0,3.0,684286.0,0.0,0.0,635479.0,0.0,4153.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,8,820,2,2015,1,3,9,G,IF,
22527,0.0,26.0,2302225.0,7968.0,7362.0,408826.0,0.0,5583.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,6,627,1,2015,1,3,12,F,IF,
22528,0.0,1.0,111140.0,295.0,234.0,22205.0,0.0,5583.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,6,637,1,2015,1,3,12,F,IF,
22529,0.0,1.0,83600.0,275.0,270.0,11284.0,0.0,5583.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,8,873,1,2015,1,3,12,F,IF,
22530,0.0,2.0,256722.0,1024.0,1011.0,24587.0,0.0,5583.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,8,882,1,2015,1,3,12,F,IF,
22536,0.0,2.0,168102.0,527.0,301.0,43780.0,0.0,5026.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,US,United States,74,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,6,627,1,2015,1,3,11,F,IF,
22537,0.0,28.0,3140537.0,8403.0,5993.0,961248.0,0.0,5026.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,US,United States,74,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,6,637,1,2015,1,3,11,F,IF,
22538,0.0,4.0,824322.0,0.0,0.0,407015.0,0.0,5026.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,US,United States,74,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,6,683,2,2015,1,3,11,G,IF,
22539,0.0,5.0,1140095.0,0.0,0.0,881883.0,0.0,5026.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,US,United States,74,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,8,820,2,2015,1,3,11,G,IF,
22546,0.0,14.0,1236704.0,4264.0,4028.0,182554.0,0.0,5670.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,6,627,1,2015,1,3,12,F,IF,
22547,0.0,31.0,4042322.0,15995.0,15100.0,381876.0,0.0,5670.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,8,882,1,2015,1,3,12,F,IF,
22548,0.0,13.0,1143083.0,4017.0,2756.0,148210.0,0.0,4095.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,14228,1422802,34228,PPT,"Papeete, French Polynesia",,,,PF,French Polynesia,823,6,627,1,2015,1,3,9,F,IF,
22551,0.0,2.0,250523.0,762.0,732.0,30026.0,0.0,4589.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,6,637,1,2015,1,3,10,F,IF,
22552,0.0,26.0,3346200.0,13356.0,12719.0,325457.0,0.0,4589.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,8,882,1,2015,1,3,10,F,IF,
22554,0.0,2.0,138200.0,416.0,334.0,29526.0,0.0,4153.0,0.0,0.0,AF,19532.0,Compagnie Natl Air France,9427B,I,AF,Compagnie Natl Air France,0,0.0,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,6,696,1,2015,1,3,9,F,IF,
