,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,DISTANCE,RAMP_TO_RAMP,AIR_TIME,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_COUNTRY,DEST_COUNTRY_NAME,DEST_WAC,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS,DATA_SOURCE,Unnamed: 50
164,0.0,21.0,4268616.0,0.0,0.0,2853627.0,0.0,4458.0,0.0,0.0,MP,20148.0,Martinair Holland N.V.,9461B,I,MP,Martinair Holland N.V.,0,0.0,10732,1073203,30732,BQN,"Aguadilla, PR",PR,72.0,Puerto Rico,US,United States,3,10292,1029202,30292,AMS,"Amsterdam, Netherlands",,,,NL,Netherlands,461,7,740,2,2015,1,1,9,G,IF,
167,0.0,13.0,2643212.0,0.0,0.0,2077330.0,0.0,4263.0,0.0,0.0,MP,20148.0,Martinair Holland N.V.,9461B,I,MP,Martinair Holland N.V.,0,0.0,10732,1073203,30732,BQN,"Aguadilla, PR",PR,72.0,Puerto Rico,US,United States,3,15018,1501803,30730,STN,"London, United Kingdom",,,,GB,United Kingdom,493,7,740,2,2015,1,1,9,G,IF,
169,0.0,22.0,4467364.0,0.0,0.0,3400243.0,0.0,4633.0,0.0,0.0,MP,20148.0,Martinair Holland N.V.,9461B,I,MP,Martinair Holland N.V.,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,10292,1029202,30292,AMS,"Amsterdam, Netherlands",,,,NL,Netherlands,461,7,740,2,2015,1,1,10,G,IF,
171,0.0,12.0,2448424.0,0.0,0.0,1542163.0,0.0,4406.0,0.0,0.0,MP,20148.0,Martinair Holland N.V.,9461B,I,MP,Martinair Holland N.V.,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,11625,1162502,30181,EZE,"Ezeiza, Argentina",,,,AR,Argentina,303,7,740,2,2015,1,1,9,G,IF,
173,0.0,14.0,2845282.0,0.0,0.0,1737674.0,0.0,4118.0,0.0,0.0,MP,20148.0,Martinair Holland N.V.,9461B,I,MP,Martinair Holland N.V.,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,14717,1471704,34717,SCL,"Santiago, Chile",,,,CL,Chile,324,7,740,2,2015,1,1,9,G,IF,
177,0.0,23.0,3303269.0,7958.0,6531.0,454296.0,0.0,5615.0,0.0,0.0,MS,19747.0,Egyptair,9591A,I,MS,Egyptair,0,0.0,10872,1087202,30872,CAI,"Cairo, Egypt",,,,EG,Egypt,591,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,6,637,1,2015,1,1,12,F,IF,
178,0.0,23.0,3303269.0,7958.0,5760.0,269458.0,0.0,5615.0,0.0,0.0,MS,19747.0,Egyptair,9591A,I,MS,Egyptair,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,10872,1087202,30872,CAI,"Cairo, Egypt",,,,EG,Egypt,591,6,637,1,2015,1,1,12,F,IF,
179,0.0,16.0,1491329.0,3680.0,2977.0,146707.0,0.0,4388.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,10244,1024402,30244,AKL,"Auckland, New Zealand",,,,NZ,New Zealand,851,12173,1217302,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,US,United States,2,6,626,1,2015,1,1,9,F,IF,
180,0.0,15.0,1917190.0,4560.0,3256.0,101015.0,0.0,6504.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,10244,1024402,30244,AKL,"Auckland, New Zealand",,,,NZ,New Zealand,851,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,627,1,2015,1,1,14,F,IF,
181,0.0,62.0,9292527.0,20584.0,16739.0,1505486.0,0.0,6504.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,10244,1024402,30244,AKL,"Auckland, New Zealand",,,,NZ,New Zealand,851,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,637,1,2015,1,1,14,F,IF,
182,0.0,18.0,2297110.0,5480.0,4471.0,75709.0,0.0,6516.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,10244,1024402,30244,AKL,"Auckland, New Zealand",,,,NZ,New Zealand,851,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,6,627,1,2015,1,1,14,F,IF,
183,0.0,26.0,3915593.0,8632.0,7218.0,259950.0,0.0,6516.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,10244,1024402,30244,AKL,"Auckland, New Zealand",,,,NZ,New Zealand,851,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,6,637,1,2015,1,1,14,F,IF,
184,0.0,16.0,1491329.0,3680.0,3402.0,74582.0,0.0,4388.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,12173,1217302,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,US,United States,2,10244,1024402,30244,AKL,"Auckland, New Zealand",,,,NZ,New Zealand,851,6,626,1,2015,1,1,9,F,IF,
185,0.0,15.0,1917190.0,4560.0,4261.0,327094.0,0.0,6504.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,10244,1024402,30244,AKL,"Auckland, New Zealand",,,,NZ,New Zealand,851,6,627,1,2015,1,1,14,F,IF,
186,0.0,62.0,9256991.0,20584.0,19123.0,1847391.0,0.0,6504.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,10244,1024402,30244,AKL,"Auckland, New Zealand",,,,NZ,New Zealand,851,6,637,1,2015,1,1,14,F,IF,
187,0.0,31.0,4655237.0,10292.0,8237.0,1127320.0,0.0,5456.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,6,637,1,2015,1,1,11,F,IF,
188,0.0,4.0,373331.0,920.0,815.0,34670.0,0.0,4670.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,14458,1445802,34458,RAR,"Avarua, Cook Islands",,,,CK,Cook Islands,813,6,626,1,2015,1,1,10,F,IF,
189,0.0,31.0,4655237.0,10292.0,7903.0,1011406.0,0.0,5456.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,637,1,2015,1,1,11,F,IF,
190,0.0,4.0,373331.0,920.0,761.0,0.0,0.0,4670.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,14458,1445802,34458,RAR,"Avarua, Cook Islands",,,,CK,Cook Islands,813,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,626,1,2015,1,1,10,F,IF,
191,0.0,18.0,2297110.0,5480.0,5008.0,103862.0,0.0,6516.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,10244,1024402,30244,AKL,"Auckland, New Zealand",,,,NZ,New Zealand,851,6,627,1,2015,1,1,14,F,IF,
192,0.0,26.0,3915593.0,8632.0,7916.0,500916.0,0.0,6516.0,0.0,0.0,NZ,19933.0,Air New Zealand,9851A,I,NZ,Air New Zealand,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,10244,1024402,30244,AKL,"Auckland, New Zealand",,,,NZ,New Zealand,851,6,637,1,2015,1,1,14,F,IF,
193,0.0,1.0,2429.0,12.0,2.0,0.0,0.0,4521.0,0.0,0.0,PP,21421.0,Jet Aviation Business Jets AG,71087,I,PP,Jet Aviation Business Jets AG,0,0.0,11000,1100002,31000,CIA,"Rome, Italy",,,,IT,Italy,450,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,US,United States,38,7,775,1,2015,1,1,10,L,IF,
194,0.0,1.0,2429.0,12.0,0.0,0.0,0.0,4521.0,0.0,0.0,PP,21421.0,Jet Aviation Business Jets AG,71087,I,PP,Jet Aviation Business Jets AG,0,0.0,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,US,United States,38,11000,1100002,31000,CIA,"Rome, Italy",,,,IT,Italy,450,7,775,1,2015,1,1,10,L,IF,
197,0.0,13.0,915200.0,3315.0,2699.0,78782.0,0.0,4694.0,0.0,0.0,PS,21608.0,Ukraine International Airlines,71138,I,PS,Ukraine International Airlines,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,12627,1262703,32287,KBP,"Kiev, Ukraine",,,,UA,Ukraine,488,6,626,1,2015,1,1,10,F,IF,
210,0.0,4.0,306240.0,1208.0,840.0,306.0,0.0,4867.0,0.0,0.0,SU,19573.0,Aeroflot Russian Airlines,9475A,I,SU,Aeroflot Russian Airlines,0,0.0,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,US,United States,38,15058,1505802,31345,SVO,"Moscow, Russia",,,,RU,Russia,475,6,696,1,2015,1,1,10,F,IF,
211,0.0,1.0,92400.0,402.0,231.0,8488.0,0.0,4661.0,0.0,0.0,SU,19573.0,Aeroflot Russian Airlines,9475A,I,SU,Aeroflot Russian Airlines,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,15058,1505802,31345,SVO,"Moscow, Russia",,,,RU,Russia,475,6,637,1,2015,1,1,10,F,IF,
212,0.0,59.0,4517040.0,17818.0,14384.0,309318.0,0.0,4661.0,0.0,0.0,SU,19573.0,Aeroflot Russian Airlines,9475A,I,SU,Aeroflot Russian Airlines,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,15058,1505802,31345,SVO,"Moscow, Russia",,,,RU,Russia,475,6,696,1,2015,1,1,10,F,IF,
213,0.0,24.0,1420320.0,5784.0,4940.0,66915.0,0.0,6078.0,0.0,0.0,SU,19573.0,Aeroflot Russian Airlines,9475A,I,SU,Aeroflot Russian Airlines,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,15058,1505802,31345,SVO,"Moscow, Russia",,,,RU,Russia,475,6,687,1,2015,1,1,13,F,IF,
214,0.0,6.0,348480.0,1812.0,1314.0,10463.0,0.0,6078.0,0.0,0.0,SU,19573.0,Aeroflot Russian Airlines,9475A,I,SU,Aeroflot Russian Airlines,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,15058,1505802,31345,SVO,"Moscow, Russia",,,,RU,Russia,475,6,696,1,2015,1,1,13,F,IF,
215,0.0,19.0,1325060.0,4579.0,3832.0,11546.0,0.0,5728.0,0.0,0.0,SU,19573.0,Aeroflot Russian Airlines,9475A,I,SU,Aeroflot Russian Airlines,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,15058,1505802,31345,SVO,"Moscow, Russia",,,,RU,Russia,475,6,687,1,2015,1,1,12,F,IF,
216,0.0,4.0,259600.0,1208.0,895.0,8947.0,0.0,4867.0,0.0,0.0,SU,19573.0,Aeroflot Russian Airlines,9475A,I,SU,Aeroflot Russian Airlines,0,0.0,15058,1505802,31345,SVO,"Moscow, Russia",,,,RU,Russia,475,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,US,United States,38,6,696,1,2015,1,1,10,F,IF,
217,0.0,1.0,92400.0,402.0,340.0,21476.0,0.0,4661.0,0.0,0.0,SU,19573.0,Aeroflot Russian Airlines,9475A,I,SU,Aeroflot Russian Airlines,0,0.0,15058,1505802,31345,SVO,"Moscow, Russia",,,,RU,Russia,475,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,6,637,1,2015,1,1,10,F,IF,
218,0.0,59.0,3829100.0,17818.0,16328.0,82482.0,0.0,4661.0,0.0,0.0,SU,19573.0,Aeroflot Russian Airlines,9475A,I,SU,Aeroflot Russian Airlines,0,0.0,15058,1505802,31345,SVO,"Moscow, Russia",,,,RU,Russia,475,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,6,696,1,2015,1,1,10,F,IF,
219,0.0,24.0,1430880.0,5784.0,5339.0,30191.0,0.0,6078.0,0.0,0.0,SU,19573.0,Aeroflot Russian Airlines,9475A,I,SU,Aeroflot Russian Airlines,0,0.0,15058,1505802,31345,SVO,"Moscow, Russia",,,,RU,Russia,475,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,687,1,2015,1,1,13,F,IF,
220,0.0,6.0,348480.0,1812.0,1351.0,51.0,0.0,6078.0,0.0,0.0,SU,19573.0,Aeroflot Russian Airlines,9475A,I,SU,Aeroflot Russian Airlines,0,0.0,15058,1505802,31345,SVO,"Moscow, Russia",,,,RU,Russia,475,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,696,1,2015,1,1,13,F,IF,
221,0.0,19.0,1074260.0,4579.0,3615.0,19939.0,0.0,5728.0,0.0,0.0,SU,19573.0,Aeroflot Russian Airlines,9475A,I,SU,Aeroflot Russian Airlines,0,0.0,15058,1505802,31345,SVO,"Moscow, Russia",,,,RU,Russia,475,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,6,687,1,2015,1,1,12,F,IF,
222,0.0,12.0,950400.0,3528.0,3071.0,142800.0,0.0,5670.0,0.0,0.0,TN,20162.0,Air Tahiti Nui,9823A,I,TN,Air Tahiti Nui,0,0.0,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,8,871,1,2015,1,1,12,F,IF,
223,0.0,18.0,1425600.0,5292.0,4324.0,492285.0,0.0,5670.0,0.0,0.0,TN,20162.0,Air Tahiti Nui,9823A,I,TN,Air Tahiti Nui,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,10920,1092003,30920,CDG,"Paris, France",,,,FR,France,427,8,871,1,2015,1,1,12,F,IF,
224,0.0,45.0,3564000.0,13230.0,11119.0,638163.0,0.0,4095.0,0.0,0.0,TN,20162.0,Air Tahiti Nui,9823A,I,TN,Air Tahiti Nui,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,14228,1422802,34228,PPT,"Papeete, French Polynesia",,,,PF,French Polynesia,823,8,871,1,2015,1,1,9,F,IF,
225,0.0,51.0,4039200.0,14994.0,11012.0,392236.0,0.0,4095.0,0.0,0.0,TN,20162.0,Air Tahiti Nui,9823A,I,TN,Air Tahiti Nui,0,0.0,14228,1422802,34228,PPT,"Papeete, French Polynesia",,,,PF,French Polynesia,823,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,8,871,1,2015,1,1,9,F,IF,
253,0.0,1.0,3241.0,14.0,5.0,0.0,0.0,5488.0,0.0,0.0,VSA,21131.0,VistaJet Luftfahrtunternehmen GmbH,71019,I,VSA,VistaJet Luftfahrtunternehmen GmbH,0,0.0,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,US,United States,82,15604,1560403,31345,VKO,"Moscow, Russia",,,,RU,Russia,475,6,658,1,2015,1,1,11,L,IF,
254,0.0,1.0,3241.0,14.0,7.0,0.0,0.0,6235.0,0.0,0.0,VSA,21131.0,VistaJet Luftfahrtunternehmen GmbH,71019,I,VSA,VistaJet Luftfahrtunternehmen GmbH,0,0.0,11698,1169802,31698,FLN,"Florianopolis, Brazil",,,,BR,Brazil,316,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,658,1,2015,1,1,13,L,IF,
255,0.0,1.0,3241.0,14.0,4.0,0.0,0.0,5441.0,0.0,0.0,VSA,21131.0,VistaJet Luftfahrtunternehmen GmbH,71019,I,VSA,VistaJet Luftfahrtunternehmen GmbH,0,0.0,13094,1309403,30730,LTN,"London, United Kingdom",,,,GB,United Kingdom,493,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,658,1,2015,1,1,11,L,IF,
257,0.0,14.0,1335620.0,3318.0,1861.0,51889.0,0.0,5250.0,0.0,0.0,W3,21467.0,Arik Air International,71101,I,W3,Arik Air International,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,13043,1304305,33043,LOS,"Lagos, Nigeria",,,,NG,Nigeria,555,8,872,1,2015,1,1,11,F,IF,
258,0.0,14.0,1335620.0,3318.0,2199.0,0.0,0.0,5250.0,0.0,0.0,W3,21467.0,Arik Air International,71101,I,W3,Arik Air International,0,0.0,13043,1304305,33043,LOS,"Lagos, Nigeria",,,,NG,Nigeria,555,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,8,872,1,2015,1,1,11,F,IF,
691,0.0,31.0,2627660.0,6607.0,6470.0,1165558.0,0.0,4406.0,0.0,0.0,4M,21084.0,LAN Argentina,71009,I,4M,LAN Argentina,0,0.0,11625,1162502,30181,EZE,"Ezeiza, Argentina",,,,AR,Argentina,303,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,6,626,1,2015,1,1,9,F,IF,
692,0.0,31.0,2779194.0,6617.0,5583.0,387922.0,0.0,4406.0,0.0,0.0,4M,21084.0,LAN Argentina,71009,I,4M,LAN Argentina,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,11625,1162502,30181,EZE,"Ezeiza, Argentina",,,,AR,Argentina,303,6,626,1,2015,1,1,9,F,IF,
701,0.0,41.0,3914680.0,11398.0,9102.0,582155.0,0.0,4424.0,0.0,0.0,IB,19547.0,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,0,0.0,13156,1315602,31584,MAD,"Madrid, Spain",,,,ES,Spain,482,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,6,687,1,2015,1,1,9,F,IF,
702,0.0,3.0,359106.0,1038.0,981.0,24592.0,0.0,4424.0,0.0,0.0,IB,19547.0,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,0,0.0,13156,1315602,31584,MAD,"Madrid, Spain",,,,ES,Spain,482,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,8,872,1,2015,1,1,9,F,IF,
703,0.0,2.0,187044.0,578.0,429.0,42205.0,0.0,4424.0,0.0,0.0,IB,19547.0,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,0,0.0,13156,1315602,31584,MAD,"Madrid, Spain",,,,ES,Spain,482,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,8,873,1,2015,1,1,9,F,IF,
704,0.0,22.0,2100560.0,6116.0,4501.0,489130.0,0.0,4202.0,0.0,0.0,IB,19547.0,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,0,0.0,13156,1315602,31584,MAD,"Madrid, Spain",,,,ES,Spain,482,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,6,687,1,2015,1,1,9,F,IF,
705,0.0,1.0,119702.0,346.0,255.0,5757.0,0.0,4202.0,0.0,0.0,IB,19547.0,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,0,0.0,13156,1315602,31584,MAD,"Madrid, Spain",,,,ES,Spain,482,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,8,872,1,2015,1,1,9,F,IF,
706,0.0,4.0,374088.0,1156.0,684.0,81085.0,0.0,4202.0,0.0,0.0,IB,19547.0,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,0,0.0,13156,1315602,31584,MAD,"Madrid, Spain",,,,ES,Spain,482,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,8,873,1,2015,1,1,9,F,IF,
707,0.0,41.0,3914680.0,11398.0,8778.0,638328.0,0.0,4424.0,0.0,0.0,IB,19547.0,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,13156,1315602,31584,MAD,"Madrid, Spain",,,,ES,Spain,482,6,687,1,2015,1,1,9,F,IF,
708,0.0,3.0,359106.0,1038.0,978.0,35651.0,0.0,4424.0,0.0,0.0,IB,19547.0,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,13156,1315602,31584,MAD,"Madrid, Spain",,,,ES,Spain,482,8,872,1,2015,1,1,9,F,IF,
709,0.0,2.0,187044.0,578.0,461.0,24673.0,0.0,4424.0,0.0,0.0,IB,19547.0,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,13156,1315602,31584,MAD,"Madrid, Spain",,,,ES,Spain,482,8,873,1,2015,1,1,9,F,IF,
710,0.0,22.0,2100560.0,6116.0,4090.0,342630.0,0.0,4202.0,0.0,0.0,IB,19547.0,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,0,0.0,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,13156,1315602,31584,MAD,"Madrid, Spain",,,,ES,Spain,482,6,687,1,2015,1,1,9,F,IF,
711,0.0,1.0,119702.0,346.0,300.0,24112.0,0.0,4202.0,0.0,0.0,IB,19547.0,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,0,0.0,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,13156,1315602,31584,MAD,"Madrid, Spain",,,,ES,Spain,482,8,872,1,2015,1,1,9,F,IF,
712,0.0,4.0,374088.0,1156.0,664.0,61598.0,0.0,4202.0,0.0,0.0,IB,19547.0,Iberia Air Lines Of Spain,9482B,I,IB,Iberia Air Lines Of Spain,0,0.0,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,13156,1315602,31584,MAD,"Madrid, Spain",,,,ES,Spain,482,8,873,1,2015,1,1,9,F,IF,
713,0.0,1.0,3300.0,15.0,1.0,0.0,0.0,4081.0,0.0,0.0,0CQ,21196.0,ACM AIR CHARTER GmbH,71035,I,0CQ,ACM AIR CHARTER GmbH,0,0.0,11760,1176003,31760,FRA,"Frankfurt, Germany",,,,DE,Germany,429,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,US,United States,38,7,775,1,2015,1,1,9,L,IF,
714,0.0,1.0,3300.0,15.0,1.0,0.0,0.0,4081.0,0.0,0.0,0CQ,21196.0,ACM AIR CHARTER GmbH,71035,I,0CQ,ACM AIR CHARTER GmbH,0,0.0,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,US,United States,38,11760,1176003,31760,FRA,"Frankfurt, Germany",,,,DE,Germany,429,7,775,1,2015,1,1,9,L,IF,
720,0.0,17.0,4800913.0,0.0,0.0,3619634.0,0.0,4004.0,0.0,0.0,CI,19544.0,China Airlines Ltd.,9781A,I,CI,China Airlines Ltd.,0,0.0,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,8,820,2,2015,1,1,9,G,DF,
722,0.0,14.0,1976845.0,5418.0,3629.0,0.0,0.0,4680.0,0.0,0.0,CI,19544.0,China Airlines Ltd.,9781A,I,CI,China Airlines Ltd.,0,0.0,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,8,819,1,2015,1,1,10,F,IF,
729,0.0,9.0,1005886.0,2466.0,1851.0,0.0,0.0,5069.0,0.0,0.0,CI,19544.0,China Airlines Ltd.,9781A,I,CI,China Airlines Ltd.,0,0.0,12173,1217302,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,US,United States,2,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,8,873,1,2015,1,1,11,F,IF,
734,0.0,12.0,3388880.0,0.0,0.0,1990930.0,0.0,5742.0,0.0,0.0,CI,19544.0,China Airlines Ltd.,9781A,I,CI,China Airlines Ltd.,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,12699,1269902,32400,KIX,"Osaka, Japan",,,,JP,Japan,736,8,820,2,2015,1,1,12,G,IF,
737,0.0,53.0,8076130.0,18963.0,14745.0,887352.0,0.0,6799.0,0.0,0.0,CI,19544.0,China Airlines Ltd.,9781A,I,CI,China Airlines Ltd.,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,6,637,1,2015,1,1,14,F,IF,
738,0.0,5.0,706017.0,1941.0,1715.0,0.0,0.0,6799.0,0.0,0.0,CI,19544.0,China Airlines Ltd.,9781A,I,CI,China Airlines Ltd.,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,8,819,1,2015,1,1,14,F,IF,
739,0.0,43.0,12143485.0,0.0,0.0,383973.0,0.0,6799.0,0.0,0.0,CI,19544.0,China Airlines Ltd.,9781A,I,CI,China Airlines Ltd.,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,8,820,2,2015,1,1,14,G,IF,
